sku_id,item_name,score,text,aspect,sentiment,confidence,raw_result,sentiment_label,confidence_value,sentiment_score,is_positive,is_negative,is_neutral
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,['Global Sentiment'],['Positive'],[0.9872986674308777],"{'text': '中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['Global Sentiment'], 'sentiment': ['Positive'], 'confidence': [0.9872986674308777], 'probs': [array([0.00145074, 0.01125054, 0.98729867], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9872986674308777,0.9872986674308777,1,0,0
7534113,comment,5,手机很好用，京东快递就是快，手机一段时间了。,['Global Sentiment'],['Positive'],[0.9966586828231812],"{'text': '手机很好用，京东快递就是快，手机一段时间了。', 'aspect': ['Global Sentiment'], 'sentiment': ['Positive'], 'confidence': [0.9966586828231812], 'probs': [array([8.8899012e-04, 2.4523565e-03, 9.9665868e-01], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9966586828231812,0.9966586828231812,1,0,0
8240587,comment,5,1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。,['Global Sentiment'],['Positive'],[0.9940328001976013],"{'text': '1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。', 'aspect': ['Global Sentiment'], 'sentiment': ['Positive'], 'confidence': [0.9940328001976013], 'probs': [array([9.046801e-04, 5.062568e-03, 9.940328e-01], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9940328001976013,0.9940328001976013,1,0,0
5942439,comment,5,收到货，声音很大，功能也多，适合老人用，就是重量有点重，,['Global Sentiment'],['Positive'],[0.6574927568435669],"{'text': '收到货，声音很大，功能也多，适合老人用，就是重量有点重，', 'aspect': ['Global Sentiment'], 'sentiment': ['Positive'], 'confidence': [0.6574927568435669], 'probs': [array([0.2782568 , 0.06425048, 0.65749276], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.6574927568435669,0.6574927568435669,1,0,0
5089275,comment,5,纠结了很久还是买了8p，对比很多方面，拍照超级好看，很信任京东，物流很快虽然是别的地方但依旧快，东西绝对是正品，嘻嘻嘻，非常喜欢。,['Global Sentiment'],['Positive'],[0.7502461671829224],"{'text': '纠结了很久还是买了8p，对比很多方面，拍照超级好看，很信任京东，物流很快虽然是别的地方但依旧快，东西绝对是正品，嘻嘻嘻，非常喜欢。', 'aspect': ['Global Sentiment'], 'sentiment': ['Positive'], 'confidence': [0.7502461671829224], 'probs': [array([0.11179373, 0.13796012, 0.75024617], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.7502461671829224,0.7502461671829224,1,0,0
7081550,comment,5,购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！,['Global Sentiment'],['Positive'],[0.9591118693351746],"{'text': '购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！', 'aspect': ['Global Sentiment'], 'sentiment': ['Positive'], 'confidence': [0.9591118693351746], 'probs': [array([0.00880735, 0.03208083, 0.95911187], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9591118693351746,0.9591118693351746,1,0,0
5663902,comment,5,手机很快就收到了，实物与商品介绍一样，手感和外观上看着还不错。因为一直用的都是华为手机，打开看内容，还是那么熟悉，一如既往的好！买手机时的选择性太多，好不容易选择购买了这款，希望长久的使用质量寿命令人满意就好！,['Global Sentiment'],['Positive'],[0.9860455393791199],"{'text': '手机很快就收到了，实物与商品介绍一样，手感和外观上看着还不错。因为一直用的都是华为手机，打开看内容，还是那么熟悉，一如既往的好！买手机时的选择性太多，好不容易选择购买了这款，希望长久的使用质量寿命令人满意就好！', 'aspect': ['Global Sentiment'], 'sentiment': ['Positive'], 'confidence': [0.9860455393791199], 'probs': [array([4.4839270e-04, 1.3506092e-02, 9.8604554e-01], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9860455393791199,0.9860455393791199,1,0,0
7283905,comment,5,27号下的单，今天收到1星期内，坐标河南商丘，手机是武汉仓过来的。充电头是5V2A的 不支持快充。已经另外购买。,['Global Sentiment'],['Neutral'],[0.744384765625],"{'text': '27号下的单，今天收到1星期内，坐标河南商丘，手机是武汉仓过来的。充电头是5V2A的 不支持快充。已经另外购买。', 'aspect': ['Global Sentiment'], 'sentiment': ['Neutral'], 'confidence': [0.744384765625], 'probs': [array([0.17898352, 0.74438477, 0.0766317 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Neutral,0.744384765625,0.5,0,0,1
5001213,comment,5,今天刚收到！ 看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！ 京东快递有必要注意点，虽然你们或许不会在意顾客说什么的... 手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！ 使用感受，等用几天再评价吧！ 除开京东的包装，值得购买！,['Global Sentiment'],['Positive'],[0.44599512219429016],"{'text': '今天刚收到！ 看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！ 京东快递有必要注意点，虽然你们或许不会在意顾客说什么的... 手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！ 使用感受，等用几天再评价吧！ 除开京东的包装，值得购买！', 'aspect': ['Global Sentiment'], 'sentiment': ['Positive'], 'confidence': [0.44599512219429016], 'probs': [array([0.12843262, 0.42557225, 0.44599512], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.44599512219429016,0.44599512219429016,1,0,0
8344046,comment,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,['Global Sentiment'],['Positive'],[0.6174502968788147],"{'text': '在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！', 'aspect': ['Global Sentiment'], 'sentiment': ['Positive'], 'confidence': [0.6174502968788147], 'probs': [array([0.04911424, 0.33343548, 0.6174503 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.6174502968788147,0.6174502968788147,1,0,0
