sku_id,item_name,score,text,aspect_input,aspect,sentiment,confidence,raw_result,sentiment_label,confidence_value,sentiment_score,is_positive,is_negative,is_neutral,is_known_label,sentiment_abs,sentiment_direction
5089275,comment,5,本来觉得双十一还会便宜的，想不到和11月初的价格差不多，想想还是感觉入手了，早买早享受。我的5s也该退休了，16G的内存完全不够用。值得表扬的是快递真的太快了，双十一买的，12号下午就到了。然后玩了一晚上，机子运行速度挺快，不过有些网上传的小问题，出现了两次开机闪屏的现象，后来就好了，不影响机子运行。打电话有轻微电流声，可以接受。整天感觉还行，等用段时间在看看。,快递,['快递'],['Positive'],[0.7193117141723633],"{'text': '快递 本来觉得双十一还会便宜的，想不到和11月初的价格差不多，想想还是感觉入手了，早买早享受。我的5s也该退休了，16G的内存完全不够用。值得表扬的是快递真的太快了，双十一买的，12号下午就到了。然后玩了一晚上，机子运行速度挺快，不过有些网上传的小问题，出现了两次开机闪屏的现象，后来就好了，不影响机子运行。打电话有轻微电流声，可以接受。整天感觉还行，等用段时间在看看。', 'aspect': ['快递'], 'sentiment': ['Positive'], 'confidence': [0.7193117141723633], 'probs': [array([0.21612917, 0.06455916, 0.7193117 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.7193117141723633,0.7193117141723633,1,0,0,1,0.7193117141723633,Positive
5089275,comment,5,本来觉得双十一还会便宜的，想不到和11月初的价格差不多，想想还是感觉入手了，早买早享受。我的5s也该退休了，16G的内存完全不够用。值得表扬的是快递真的太快了，双十一买的，12号下午就到了。然后玩了一晚上，机子运行速度挺快，不过有些网上传的小问题，出现了两次开机闪屏的现象，后来就好了，不影响机子运行。打电话有轻微电流声，可以接受。整天感觉还行，等用段时间在看看。,价格,['价格'],['Positive'],[0.7126332521438599],"{'text': '价格 本来觉得双十一还会便宜的，想不到和11月初的价格差不多，想想还是感觉入手了，早买早享受。我的5s也该退休了，16G的内存完全不够用。值得表扬的是快递真的太快了，双十一买的，12号下午就到了。然后玩了一晚上，机子运行速度挺快，不过有些网上传的小问题，出现了两次开机闪屏的现象，后来就好了，不影响机子运行。打电话有轻微电流声，可以接受。整天感觉还行，等用段时间在看看。', 'aspect': ['价格'], 'sentiment': ['Positive'], 'confidence': [0.7126332521438599], 'probs': [array([0.19551842, 0.0918483 , 0.71263325], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.7126332521438599,0.7126332521438599,1,0,0,1,0.7126332521438599,Positive
7081550,comment,5,没有真正意义上的窄边框，不过已经不错了，手机流畅，另外还有51G空间可用，同时试了下近距拍摄，我的发毛清晰可见,整体,['整体'],['Positive'],[0.9159536957740784],"{'text': '整体 没有真正意义上的窄边框，不过已经不错了，手机流畅，另外还有51G空间可用，同时试了下近距拍摄，我的发毛清晰可见', 'aspect': ['整体'], 'sentiment': ['Positive'], 'confidence': [0.9159536957740784], 'probs': [array([0.01399926, 0.0700471 , 0.9159537 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9159536957740784,0.9159536957740784,1,0,0,1,0.9159536957740784,Positive
5663902,comment,5,幻夜黑颜色很漂亮，2.5D屏幕，圆润。2K屏很清晰，惊艳,屏幕,['屏幕'],['Positive'],[0.9988269209861755],"{'text': '屏幕 幻夜黑颜色很漂亮，2.5D屏幕，圆润。2K屏很清晰，惊艳', 'aspect': ['屏幕'], 'sentiment': ['Positive'], 'confidence': [0.9988269209861755], 'probs': [array([3.5625324e-04, 8.1685180e-04, 9.9882692e-01], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9988269209861755,0.9988269209861755,1,0,0,1,0.9988269209861755,Positive
7283905,comment,5,特地用了一段时间才来评价，这手机值得这个价钱，打游戏还行，就是电池很不耐用，摄像头也很突出，人脸识别很鸡肋，但是总体感觉还是很好的,电池,['电池'],['Negative'],[0.9541422724723816],"{'text': '电池 特地用了一段时间才来评价，这手机值得这个价钱，打游戏还行，就是电池很不耐用，摄像头也很突出，人脸识别很鸡肋，但是总体感觉还是很好的', 'aspect': ['电池'], 'sentiment': ['Negative'], 'confidence': [0.9541422724723816], 'probs': [array([0.9541423 , 0.0292525 , 0.01660514], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Negative,0.9541422724723816,-0.9541422724723816,0,1,0,1,0.9541422724723816,Negative
5001213,comment,5,机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错,屏幕,['屏幕'],['Positive'],[0.5072641372680664],"{'text': '屏幕 机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错', 'aspect': ['屏幕'], 'sentiment': ['Positive'], 'confidence': [0.5072641372680664], 'probs': [array([0.15983023, 0.33290565, 0.50726414], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.5072641372680664,0.5072641372680664,1,0,0,1,0.5072641372680664,Positive
5001213,comment,5,机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错,显示,['显示'],['Neutral'],[0.4519290328025818],"{'text': '显示 机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错', 'aspect': ['显示'], 'sentiment': ['Neutral'], 'confidence': [0.4519290328025818], 'probs': [array([0.1923938 , 0.45192903, 0.3556772 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Neutral,0.4519290328025818,0.0,0,0,1,1,0.0,Neutral
5001213,comment,5,机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错,价格,['价格'],['Positive'],[0.9146144986152649],"{'text': '价格 机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错', 'aspect': ['价格'], 'sentiment': ['Positive'], 'confidence': [0.9146144986152649], 'probs': [array([0.01630931, 0.06907618, 0.9146145 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9146144986152649,0.9146144986152649,1,0,0,1,0.9146144986152649,Positive
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,电池,['电池'],['Positive'],[0.9657014608383179],"{'text': '电池 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['电池'], 'sentiment': ['Positive'], 'confidence': [0.9657014608383179], 'probs': [array([0.00670973, 0.02758886, 0.96570146], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9657014608383179,0.9657014608383179,1,0,0,1,0.9657014608383179,Positive
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,屏幕,['屏幕'],['Positive'],[0.9916313290596008],"{'text': '屏幕 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['屏幕'], 'sentiment': ['Positive'], 'confidence': [0.9916313290596008], 'probs': [array([0.00366509, 0.00470357, 0.9916313 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9916313290596008,0.9916313290596008,1,0,0,1,0.9916313290596008,Positive
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,拍照,['拍照'],['Positive'],[0.9410892724990845],"{'text': '拍照 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['拍照'], 'sentiment': ['Positive'], 'confidence': [0.9410892724990845], 'probs': [array([0.00303311, 0.05587765, 0.9410893 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9410892724990845,0.9410892724990845,1,0,0,1,0.9410892724990845,Positive
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,系统,['系统'],['Positive'],[0.9896796941757202],"{'text': '系统 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['系统'], 'sentiment': ['Positive'], 'confidence': [0.9896796941757202], 'probs': [array([0.0034436 , 0.00687678, 0.9896797 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9896796941757202,0.9896796941757202,1,0,0,1,0.9896796941757202,Positive
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,性价比,['性价比'],['Positive'],[0.9870734214782715],"{'text': '性价比 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['性价比'], 'sentiment': ['Positive'], 'confidence': [0.9870734214782715], 'probs': [array([0.00179122, 0.01113532, 0.9870734 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9870734214782715,0.9870734214782715,1,0,0,1,0.9870734214782715,Positive
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,充电,['充电'],['Positive'],[0.9724850058555603],"{'text': '充电 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['充电'], 'sentiment': ['Positive'], 'confidence': [0.9724850058555603], 'probs': [array([0.00170131, 0.02581366, 0.972485  ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9724850058555603,0.9724850058555603,1,0,0,1,0.9724850058555603,Positive
7534113,comment,5,手机很好用，京东快递就是快，手机一段时间了。,快递,['快递'],['Positive'],[0.9975841045379639],"{'text': '快递 手机很好用，京东快递就是快，手机一段时间了。', 'aspect': ['快递'], 'sentiment': ['Positive'], 'confidence': [0.9975841045379639], 'probs': [array([0.00100691, 0.001409  , 0.9975841 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9975841045379639,0.9975841045379639,1,0,0,1,0.9975841045379639,Positive
8240587,comment,5,1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。,屏幕,['屏幕'],['Positive'],[0.9930437803268433],"{'text': '屏幕 1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。', 'aspect': ['屏幕'], 'sentiment': ['Positive'], 'confidence': [0.9930437803268433], 'probs': [array([0.00137309, 0.0055832 , 0.9930438 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}",Positive,0.9930437803268433,0.9930437803268433,1,0,0,1,0.9930437803268433,Positive
