sku_id,item_name,score,text,aspect_input,aspect,sentiment,confidence,raw_result
5089275,comment,5,本来觉得双十一还会便宜的，想不到和11月初的价格差不多，想想还是感觉入手了，早买早享受。我的5s也该退休了，16G的内存完全不够用。值得表扬的是快递真的太快了，双十一买的，12号下午就到了。然后玩了一晚上，机子运行速度挺快，不过有些网上传的小问题，出现了两次开机闪屏的现象，后来就好了，不影响机子运行。打电话有轻微电流声，可以接受。整天感觉还行，等用段时间在看看。,快递,['快递'],['Positive'],[0.7193088531494141],"{'text': '快递 本来觉得双十一还会便宜的，想不到和11月初的价格差不多，想想还是感觉入手了，早买早享受。我的5s也该退休了，16G的内存完全不够用。值得表扬的是快递真的太快了，双十一买的，12号下午就到了。然后玩了一晚上，机子运行速度挺快，不过有些网上传的小问题，出现了两次开机闪屏的现象，后来就好了，不影响机子运行。打电话有轻微电流声，可以接受。整天感觉还行，等用段时间在看看。', 'aspect': ['快递'], 'sentiment': ['Positive'], 'confidence': [0.7193088531494141], 'probs': [array([0.21613216, 0.06455892, 0.71930885], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5089275,comment,5,本来觉得双十一还会便宜的，想不到和11月初的价格差不多，想想还是感觉入手了，早买早享受。我的5s也该退休了，16G的内存完全不够用。值得表扬的是快递真的太快了，双十一买的，12号下午就到了。然后玩了一晚上，机子运行速度挺快，不过有些网上传的小问题，出现了两次开机闪屏的现象，后来就好了，不影响机子运行。打电话有轻微电流声，可以接受。整天感觉还行，等用段时间在看看。,价格,['价格'],['Positive'],[0.7126290202140808],"{'text': '价格 本来觉得双十一还会便宜的，想不到和11月初的价格差不多，想想还是感觉入手了，早买早享受。我的5s也该退休了，16G的内存完全不够用。值得表扬的是快递真的太快了，双十一买的，12号下午就到了。然后玩了一晚上，机子运行速度挺快，不过有些网上传的小问题，出现了两次开机闪屏的现象，后来就好了，不影响机子运行。打电话有轻微电流声，可以接受。整天感觉还行，等用段时间在看看。', 'aspect': ['价格'], 'sentiment': ['Positive'], 'confidence': [0.7126290202140808], 'probs': [array([0.19552194, 0.09184899, 0.712629  ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
7081550,comment,5,没有真正意义上的窄边框，不过已经不错了，手机流畅，另外还有51G空间可用，同时试了下近距拍摄，我的发毛清晰可见,整体,['整体'],['Positive'],[0.91595458984375],"{'text': '整体 没有真正意义上的窄边框，不过已经不错了，手机流畅，另外还有51G空间可用，同时试了下近距拍摄，我的发毛清晰可见', 'aspect': ['整体'], 'sentiment': ['Positive'], 'confidence': [0.91595458984375], 'probs': [array([0.0139989 , 0.07004654, 0.9159546 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5663902,comment,5,幻夜黑颜色很漂亮，2.5D屏幕，圆润。2K屏很清晰，惊艳,屏幕,['屏幕'],['Positive'],[0.9988269209861755],"{'text': '屏幕 幻夜黑颜色很漂亮，2.5D屏幕，圆润。2K屏很清晰，惊艳', 'aspect': ['屏幕'], 'sentiment': ['Positive'], 'confidence': [0.9988269209861755], 'probs': [array([3.562570e-04, 8.168378e-04, 9.988269e-01], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
7283905,comment,5,特地用了一段时间才来评价，这手机值得这个价钱，打游戏还行，就是电池很不耐用，摄像头也很突出，人脸识别很鸡肋，但是总体感觉还是很好的,电池,['电池'],['Negative'],[0.9541428089141846],"{'text': '电池 特地用了一段时间才来评价，这手机值得这个价钱，打游戏还行，就是电池很不耐用，摄像头也很突出，人脸识别很鸡肋，但是总体感觉还是很好的', 'aspect': ['电池'], 'sentiment': ['Negative'], 'confidence': [0.9541428089141846], 'probs': [array([0.9541428 , 0.02925247, 0.01660472], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5001213,comment,5,机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错,屏幕,['屏幕'],['Positive'],[0.5072581768035889],"{'text': '屏幕 机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错', 'aspect': ['屏幕'], 'sentiment': ['Positive'], 'confidence': [0.5072581768035889], 'probs': [array([0.15983106, 0.33291078, 0.5072582 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5001213,comment,5,机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错,显示,['显示'],['Neutral'],[0.45193296670913696],"{'text': '显示 机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错', 'aspect': ['显示'], 'sentiment': ['Neutral'], 'confidence': [0.45193296670913696], 'probs': [array([0.19239499, 0.45193297, 0.35567212], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5001213,comment,5,机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错,价格,['价格'],['Positive'],[0.9146144986152649],"{'text': '价格 机器没得说，价格也合理，虽说仍有不足，但还是比较满意的，首发就抢到了，暂时发现的不足就是扬声器没有现在用的note2好，虽说有点儿立体声，但是低音一般，还有就是显示，应该是屏幕的问题，比如说看新闻的时候，向下滑动，字体会模糊，这点不满意，其他都不错', 'aspect': ['价格'], 'sentiment': ['Positive'], 'confidence': [0.9146144986152649], 'probs': [array([0.01630937, 0.06907619, 0.9146145 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,电池,['电池'],['Positive'],[0.9657024145126343],"{'text': '电池 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['电池'], 'sentiment': ['Positive'], 'confidence': [0.9657024145126343], 'probs': [array([0.00670977, 0.02758777, 0.9657024 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,屏幕,['屏幕'],['Positive'],[0.9916312098503113],"{'text': '屏幕 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['屏幕'], 'sentiment': ['Positive'], 'confidence': [0.9916312098503113], 'probs': [array([0.00366511, 0.0047036 , 0.9916312 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,拍照,['拍照'],['Positive'],[0.9410901069641113],"{'text': '拍照 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['拍照'], 'sentiment': ['Positive'], 'confidence': [0.9410901069641113], 'probs': [array([0.00303309, 0.05587687, 0.9410901 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,系统,['系统'],['Positive'],[0.9896795749664307],"{'text': '系统 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['系统'], 'sentiment': ['Positive'], 'confidence': [0.9896795749664307], 'probs': [array([0.00344359, 0.00687682, 0.9896796 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,性价比,['性价比'],['Positive'],[0.9870734214782715],"{'text': '性价比 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['性价比'], 'sentiment': ['Positive'], 'confidence': [0.9870734214782715], 'probs': [array([0.00179134, 0.01113516, 0.9870734 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8344046,comment,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,充电,['充电'],['Positive'],[0.9724876880645752],"{'text': '充电 中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。', 'aspect': ['充电'], 'sentiment': ['Positive'], 'confidence': [0.9724876880645752], 'probs': [array([0.00170125, 0.02581106, 0.9724877 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
7534113,comment,5,手机很好用，京东快递就是快，手机一段时间了。,快递,['快递'],['Positive'],[0.9975841045379639],"{'text': '快递 手机很好用，京东快递就是快，手机一段时间了。', 'aspect': ['快递'], 'sentiment': ['Positive'], 'confidence': [0.9975841045379639], 'probs': [array([0.00100692, 0.001409  , 0.9975841 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8240587,comment,5,1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。,屏幕,['屏幕'],['Positive'],[0.9930437803268433],"{'text': '屏幕 1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。', 'aspect': ['屏幕'], 'sentiment': ['Positive'], 'confidence': [0.9930437803268433], 'probs': [array([0.0013731 , 0.00558317, 0.9930438 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8240587,comment,5,1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。,系统,['系统'],['Positive'],[0.9905329942703247],"{'text': '系统 1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。', 'aspect': ['系统'], 'sentiment': ['Positive'], 'confidence': [0.9905329942703247], 'probs': [array([0.0012889 , 0.00817816, 0.990533  ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
8240587,comment,5,1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。,手感,['手感'],['Positive'],[0.9936590790748596],"{'text': '手感 1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。', 'aspect': ['手感'], 'sentiment': ['Positive'], 'confidence': [0.9936590790748596], 'probs': [array([0.00113282, 0.0052082 , 0.9936591 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5942439,comment,5,收到货，声音很大，功能也多，适合老人用，就是重量有点重，,声音,['声音'],['Positive'],[0.5298007726669312],"{'text': '声音 收到货，声音很大，功能也多，适合老人用，就是重量有点重，', 'aspect': ['声音'], 'sentiment': ['Positive'], 'confidence': [0.5298007726669312], 'probs': [array([0.44795585, 0.02224336, 0.5298008 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
5089275,comment,5,纠结了很久还是买了8p，对比很多方面，拍照超级好看，很信任京东，物流很快虽然是别的地方但依旧快，东西绝对是正品，嘻嘻嘻，非常喜欢。,拍照,['拍照'],['Positive'],[0.9959418177604675],"{'text': '拍照 纠结了很久还是买了8p，对比很多方面，拍照超级好看，很信任京东，物流很快虽然是别的地方但依旧快，东西绝对是正品，嘻嘻嘻，非常喜欢。', 'aspect': ['拍照'], 'sentiment': ['Positive'], 'confidence': [0.9959418177604675], 'probs': [array([0.00199339, 0.00206472, 0.9959418 ], dtype=float32)], 'ref_sentiment': ['-100'], 'ref_check': [''], 'perplexity': 'N.A.'}"
