sku_id,item_name,content,score,clean_content,is_spam,spam_reason,topic_id
8344046,comment,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,5,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,0,,28
7534113,comment,手机很好用，京东快递就是快，手机一段时间了。,5,手机很好用，京东快递就是快，手机一段时间了。,0,,-1
8240587,comment,1 京东确实牛 手机下单后不到24小时就送到手。2  这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。,5,1 京东确实牛 手机下单后不到24小时就送到手。2 这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。,0,,9
5942439,comment,收到货，声音很大，功能也多，适合老人用，就是重量有点重，,5,收到货，声音很大，功能也多，适合老人用，就是重量有点重，,0,,12
5089275,comment,纠结了很久还是买了8p，对比很多方面，拍照超级好看，很信任京东，物流很快虽然是别的地方但依旧快，东西绝对是正品，嘻嘻嘻，非常喜欢。,5,纠结了很久还是买了8p，对比很多方面，拍照超级好看，很信任京东，物流很快虽然是别的地方但依旧快，东西绝对是正品，嘻嘻嘻，非常喜欢。,0,,-1
7081550,comment,购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！,5,购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！,0,,-1
5663902,comment,手机很快就收到了，实物与商品介绍一样，手感和外观上看着还不错。因为一直用的都是华为手机，打开看内容，还是那么熟悉，一如既往的好！买手机时的选择性太多，好不容易选择购买了这款，希望长久的使用质量寿命令人满意就好！,5,手机很快就收到了，实物与商品介绍一样，手感和外观上看着还不错。因为一直用的都是华为手机，打开看内容，还是那么熟悉，一如既往的好！买手机时的选择性太多，好不容易选择购买了这款，希望长久的使用质量寿命令人满意就好！,0,,30
7283905,comment,27号下的单，今天收到1星期内，坐标河南商丘，手机是武汉仓过来的。充电头是5V2A的 不支持快充。已经另外购买。,5,27号下的单，今天收到1星期内，坐标河南商丘，手机是武汉仓过来的。充电头是5V2A的 不支持快充。已经另外购买。,0,,4
5001213,comment,"今天刚收到！
看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！
京东快递有必要注意点，虽然你们或许不会在意顾客说什么的...
手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！
使用感受，等用几天再评价吧！
除开京东的包装，值得购买！",5,今天刚收到！ 看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！ 京东快递有必要注意点，虽然你们或许不会在意顾客说什么的... 手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！ 使用感受，等用几天再评价吧！ 除开京东的包装，值得购买！,0,,-1
8344046,comment,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,5,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,0,,-1
7534113,comment,宝贝收到了，给老妈买的，老妈爱不释手，很喜欢，大爱,5,宝贝收到了，给老妈买的，老妈爱不释手，很喜欢，大爱,0,,33
8240587,comment,刚到手 大小手感 都非常不错,5,刚到手 大小手感 都非常不错,0,,27
5942439,comment,用着目前还可以，就是不知道可以用多久。希望久一些吧。,5,用着目前还可以，就是不知道可以用多久。希望久一些吧。,0,,1
5089275,comment,物流速度很快，一大早就收到了，试用了一下午，说说感觉吧，我是把我的5S换了，5用了3年了，手机很流畅就是电池待机不行，一天充好几回。关注8很久了，由于价格太高一直没下手，刚好前几天华为美十也上了，去看过，确实不错，有想入手的冲动，可是这两天关注8的时候看到京东优惠蛮大的，就果断入手了。屏幕确实大，像我这样的大手单手操作都感觉有些难，机子很流畅，用惯了苹果所以感觉很不错，就是希望待机能好一点。不过今天我设置的时候有几次卡顿，直接卡退出了，不知道是怎么回事。等用段时间再来评论用后效果。,5,物流速度很快，一大早就收到了，试用了一下午，说说感觉吧，我是把我的5S换了，5用了3年了，手机很流畅就是电池待机不行，一天充好几回。关注8很久了，由于价格太高一直没下手，刚好前几天华为美十也上了，去看过，确实不错，有想入手的冲动，可是这两天关注8的时候看到京东优惠蛮大的，就果断入手了。屏幕确实大，像我这样的大手单手操作都感觉有些难，机子很流畅，用惯了苹果所以感觉很不错，就是希望待机能好一点。不过今天我设置的时候有几次卡顿，直接卡退出了，不知道是怎么回事。等用段时间再来评论用后效果。,0,,6
7081550,comment,上午下单，7个小时就到了，等的很激动，拿到手机也十分惊喜，哈哈，就是没有广告上的后壳艳，吃鸡实测了一把，画质和帧数都开最高，一点也不卡，指纹识别也非常快，HiFi听歌超棒，华为自带音乐版权也挺多，充电刚开始特别慢，取了玩一会又充就快了。到货之前，一直看贴吧说屏幕有问题，幸好没发现进灰和黄屏。总的来说，优点:HiFi，闪充，极光变色后壳，AI摄影（拍照功能太多，还没试），前置指纹，芯片。不足:1.息屏整体效果不是很好 2.手机尺寸相对较小，吃鸡不是很爽哈哈，男生平时应该可以单手操作 3.EMUI确实在不断优化，但还需加油 4.自带软件真的太多了。。选了好久。总得来说，超高性价比配上高人气代言人，这款手机一定会越来越火,5,上午下单，7个小时就到了，等的很激动，拿到手机也十分惊喜，哈哈，就是没有广告上的后壳艳，吃鸡实测了一把，画质和帧数都开最高，一点也不卡，指纹识别也非常快，HiFi听歌超棒，华为自带音乐版权也挺多，充电刚开始特别慢，取了玩一会又充就快了。到货之前，一直看贴吧说屏幕有问题，幸好没发现进灰和黄屏。总的来说，优点:HiFi，闪充，极光变色后壳，AI摄影（拍照功能太多，还没试），前置指纹，芯片。不足:1.息屏整体效果不是很好 2.手机尺寸相对较小，吃鸡不是很爽哈哈，男生平时应该可以单手操作 3.EMUI确实在不断优化，但还需加油 4.自带软件真的太多了。。选了好久。总得来说，超高性价比配上高人气代言人，这款手机一定会越来越火,0,,-1
5663902,comment,手机还不错，大气上档次，反应灵敏，手感很好！一直信赖华为产品！华为4x用了两部，华为荣耀6一部，华为荣耀6plus一部，一家人都在用华为，忠实粉丝！,5,手机还不错，大气上档次，反应灵敏，手感很好！一直信赖华为产品！华为4x用了两部，华为荣耀6一部，华为荣耀6plus一部，一家人都在用华为，忠实粉丝！,0,,3
5089267,comment,很不错，京东促销厉害4777.还是两百多京豆很划算，玻璃很有质感，想当初买个16G的iphone4S都比这个8还贵，苹果系统好，相对也安全，插了手机码在官网，没有问题。推荐购买。,5,很不错，京东促销厉害4777.还是两百多京豆很划算，玻璃很有质感，想当初买个16G的iphone4S都比这个8还贵，苹果系统好，相对也安全，插了手机码在官网，没有问题。推荐购买。,0,,6
7651927,comment,经常用小米的手机，红米小米各类品牌买了好多个。红米6，这款手机配置好，运行很流畅，比我的小米note差不多。性价比很高，送给老爸的，老爸用着很满意。同时屏幕不是很大，握在手中，很合适。玩游戏很流畅，听音乐音质也可以。同时拍照很好，前置摄像头像素偏低，但后置的像素很好，拍摄很清楚。,5,经常用小米的手机，红米小米各类品牌买了好多个。红米6，这款手机配置好，运行很流畅，比我的小米note差不多。性价比很高，送给老爸的，老爸用着很满意。同时屏幕不是很大，握在手中，很合适。玩游戏很流畅，听音乐音质也可以。同时拍照很好，前置摄像头像素偏低，但后置的像素很好，拍摄很清楚。,0,,0
7321794,comment,外观很漂亮 很小巧 值得一说的是指纹解锁真的快到没朋友 这手机帮我老板娘买的 她很喜欢 分辨率很清,5,外观很漂亮 很小巧 值得一说的是指纹解锁真的快到没朋友 这手机帮我老板娘买的 她很喜欢 分辨率很清,0,,15
7437768,comment,正品，第一次在京东买手机，速度，手感都很好，值得入手，买给父母的好首选,5,正品，第一次在京东买手机，速度，手感都很好，值得入手，买给父母的好首选,0,,13
3901175,comment,相机照相太大了其他都还好,5,相机照相太大了其他都还好,0,,-1
7283905,comment,外观完美，手感超赞，新的全面屏手势操作体验也很棒，非常满意的一次购物。,5,外观完美，手感超赞，新的全面屏手势操作体验也很棒，非常满意的一次购物。,0,,-1
5001213,comment,第一批抢到，两天后才收到，机器没一代惊艳，边框略粗，全面屏？解决了通话，回归正常手机行列！！手感没得说，非常好！系统成熟，耗电正常水平，亮屏6小时左右，拍照中规中矩！唯一吐槽的，就是屏幕，我这台发黄，还是比较历害，而且底部更黄，比手上max 2还黄，看图，7p拍的；jdi 的通病？？？3000多的机器，用这样的屏幕，感觉不配！！！,5,第一批抢到，两天后才收到，机器没一代惊艳，边框略粗，全面屏？解决了通话，回归正常手机行列！！手感没得说，非常好！系统成熟，耗电正常水平，亮屏6小时左右，拍照中规中矩！唯一吐槽的，就是屏幕，我这台发黄，还是比较历害，而且底部更黄，比手上max 2还黄，看图，7p拍的；jdi 的通病？？？3000多的机器，用这样的屏幕，感觉不配！！！,0,,-1
8344046,comment,"价格方面：这次小辣椒主打的千元青年旗舰机，这个配置估计这会是最便宜的双摄手机！仅售1899元！
外观方面：该机采用中框真空镀3D镭雕，后盖复合材料丝印工艺，属实的握持手感和顺畅的8核处理器，外观造型类似小辣椒5X和iPhone7 Plus的结合体，主打性价比手机，目前有黑色，蓝色，黑色等多种颜色可选。                
配置方面：红辣椒R15搭载联发科处理器，6G运存+128G内存，后置1600W+500W像素双摄像头，前置1600W像素美颜自拍镜头，还带柔光自拍。6.20寸的FHD,（2246*1080）屏幕，3000毫安电池，5V/2A快充，网络制式支持全网通。",5,"价格方面：这次小辣椒主打的千元青年旗舰机，这个配置估计这会是最便宜的双摄手机！仅售1899元！ 外观方面：该机采用中框真空镀3D镭雕，后盖复合材料丝印工艺，属实的握持手感和顺畅的8核处理器，外观造型类似小辣椒5X和iPhone7 Plus的结合体，主打性价比手机，目前有黑色，蓝色，黑色等多种颜色可选。 配置方面：红辣椒R15搭载联发科处理器，6G运存+128G内存，后置1600W+500W像素双摄像头，前置1600W像素美颜自拍镜头，还带柔光自拍。6.20寸的FHD,（2246*1080）屏幕，3000毫安电池，5V/2A快充，网络制式支持全网通。",0,,28
7534113,comment,VIVO y83 手机不错，好用，好喜欢这刘海屏，看着新鲜！京东的送货员送货准时又快捷！服务真的很好！第二天一定准能到，直送上门！觉得京东商场比外面商城有保障，讲信誉，质量也有保证！值得拥有，以后所有物品都上京东商城购买！非常的满意！下次还会再来的！,5,VIVO y83 手机不错，好用，好喜欢这刘海屏，看着新鲜！京东的送货员送货准时又快捷！服务真的很好！第二天一定准能到，直送上门！觉得京东商场比外面商城有保障，讲信誉，质量也有保证！值得拥有，以后所有物品都上京东商城购买！非常的满意！下次还会再来的！,0,,13
8240587,comment,"总体来说，颜值非常高，很好看，虽然说是后置指纹，但是后背看起来还是挺不错的。用起来整体体验还是不错，比较流畅，毕竟新手机，而且麒麟970处理器还是比较可以的。
然后说一下缺点吧。①用的时候容易发烫，这个其实感觉很不好，对不起这个价格，而且华为手机不应该这样，平时使用就仅仅是在中度正常使用后背就会发烫，还没有重度使用。这一点比较不满意，很影响使用感觉。②手机有时候出现触摸不灵敏的情况，不知道是没有触摸起还是怎么回事，有时候后退键要点2次以上才可以实现，虽然不是一直这样，但是新手机就出现这样的问题，真的很不应该！！！我也不清楚为什么会这样。③打电话会出现不稳定，有时候突然一阵听不见对方的声音，隔几秒钟又好了，打电话的地方都是信号不错的，所以这个手机的问题也是让我很不舒服的。④另外，荣耀手环3竟然不能实现拒接来电，用了三个不同的荣耀手环3都不能拒接，不知道是不是新手机还没完善好，真的希望尽快完善，真的太影响使用了！！
希望这些问题尽早吧。总体来说这个手机使用起来还是将就吧，个人心里话，感觉整体实力不如荣耀v10。希望打脸，哈哈。还是相信华为的，再用用再看体验吧！",4,总体来说，颜值非常高，很好看，虽然说是后置指纹，但是后背看起来还是挺不错的。用起来整体体验还是不错，比较流畅，毕竟新手机，而且麒麟970处理器还是比较可以的。 然后说一下缺点吧。①用的时候容易发烫，这个其实感觉很不好，对不起这个价格，而且华为手机不应该这样，平时使用就仅仅是在中度正常使用后背就会发烫，还没有重度使用。这一点比较不满意，很影响使用感觉。②手机有时候出现触摸不灵敏的情况，不知道是没有触摸起还是怎么回事，有时候后退键要点2次以上才可以实现，虽然不是一直这样，但是新手机就出现这样的问题，真的很不应该！！！我也不清楚为什么会这样。③打电话会出现不稳定，有时候突然一阵听不见对方的声音，隔几秒钟又好了，打电话的地方都是信号不错的，所以这个手机的问题也是让我很不舒服的。④另外，荣耀手环3竟然不能实现拒接来电，用了三个不同的荣耀手环3都不能拒接，不知道是不是新手机还没完善好，真的希望尽快完善，真的太影响使用了！！ 希望这些问题尽早吧。总体来说这个手机使用起来还是将就吧，个人心里话，感觉整体实力不如荣耀v10。希望打脸，哈哈。还是相信华为的，再用用再看体验吧！,0,,3
5942439,comment,速度超赞的 京东自营果然杠杠滴 手机一到就打开试了一下 果然很好,5,速度超赞的 京东自营果然杠杠滴 手机一到就打开试了一下 果然很好,0,,13
5089275,comment,上个白条刚还完，再来一个接着还。在京东买了5个手机了，到现在没有一个坏的，支持。无线充电不错，很方便，要配大功率充电器才带劲。,5,上个白条刚还完，再来一个接着还。在京东买了5个手机了，到现在没有一个坏的，支持。无线充电不错，很方便，要配大功率充电器才带劲。,0,,-1
7081550,comment,"物流极快，下午就到手了，刚刚拆开看看，外观如图，并没有官方所说的那么惊艳，没有我坚果pro2漂亮，坚果被我爸爸征用了，所以恰好买了这个，不建议如同我这样的奔三大叔，在选择荣耀10时，选择买这样如同手机杀马特的所谓幻影颜色了，可以考虑买灰或者经典的黑，低调简约点比较好。
摄像头凸起，略可惜，大概是追求薄与高标准的摄像头的妥协设计。
前置摄像头处如图六，不喜欢这样的听筒的设计可以看看，看仔细。
后面玻璃容易留指纹，估计是我刚刚在外面和小伙伴吃猪肘子后没洗手的缘故吧！
还没玩，因为喝酒有点多，睡觉了，以后有时间再写，估计不会再写了，我太懒。反正就先用着吧！困了，对了，拍照是用的魅族手机，额(⊙o⊙)&hellip;我为什么要说这个，MX15不买了，晚安",5,物流极快，下午就到手了，刚刚拆开看看，外观如图，并没有官方所说的那么惊艳，没有我坚果pro2漂亮，坚果被我爸爸征用了，所以恰好买了这个，不建议如同我这样的奔三大叔，在选择荣耀10时，选择买这样如同手机杀马特的所谓幻影颜色了，可以考虑买灰或者经典的黑，低调简约点比较好。 摄像头凸起，略可惜，大概是追求薄与高标准的摄像头的妥协设计。 前置摄像头处如图六，不喜欢这样的听筒的设计可以看看，看仔细。 后面玻璃容易留指纹，估计是我刚刚在外面和小伙伴吃猪肘子后没洗手的缘故吧！ 还没玩，因为喝酒有点多，睡觉了，以后有时间再写，估计不会再写了，我太懒。反正就先用着吧！困了，对了，拍照是用的魅族手机，额(⊙o⊙)…我为什么要说这个，MX15不买了，晚安,0,,-1
5663902,comment,一分钱一分货，跟我mate9还是有点差距的。电话外放声音有点破。屏幕有时候有些点的失灵，灵敏度还需要进一步加强。升级到b192人脸解锁，这一点我挺喜欢的。在小米5X和华为7X之间纠结了好久，还是觉得华为系统跟我现有的用的比较习惯。全面屏看起来视野宽屏比还是比较好手机盒里面送了一个保护套，要是有保护贴膜就更好了。*元左右的全面屏，性价比还是可以的，当做备用机还不错。,4,一分钱一分货，跟我mate9还是有点差距的。电话外放声音有点破。屏幕有时候有些点的失灵，灵敏度还需要进一步加强。升级到b192人脸解锁，这一点我挺喜欢的。在小米5X和华为7X之间纠结了好久，还是觉得华为系统跟我现有的用的比较习惯。全面屏看起来视野宽屏比还是比较好手机盒里面送了一个保护套，要是有保护贴膜就更好了。*元左右的全面屏，性价比还是可以的，当做备用机还不错。,0,,0
5089267,comment,手机不错，京东上买第二部苹果手机了，拿售后去看了凭发票保一年，相信这部质量比去年买的6s好，去年买的6s用了一年屏幕上出现小白点，不注意看不到。苹果8处理器给力速度快，指纹解锁比6s快多了，系统反应也快些，手机比6s厚点重点，就是iOS11.1系统耗电太快了一天得充两次，更新到最新版本后稍微好点，iOS11.1耗电太厉害希望新版本续航得到解决。,4,手机不错，京东上买第二部苹果手机了，拿售后去看了凭发票保一年，相信这部质量比去年买的6s好，去年买的6s用了一年屏幕上出现小白点，不注意看不到。苹果8处理器给力速度快，指纹解锁比6s快多了，系统反应也快些，手机比6s厚点重点，就是iOS11.1系统耗电太快了一天得充两次，更新到最新版本后稍微好点，iOS11.1耗电太厉害希望新版本续航得到解决。,0,,6
7321794,comment,昨晚买的，今天上午就到了，速度一流。打开之后，惊喜大大的，比想想中的手感还要好，流畅，顺滑，不输水果，希望华为可以越做越好,5,昨晚买的，今天上午就到了，速度一流。打开之后，惊喜大大的，比想想中的手感还要好，流畅，顺滑，不输水果，希望华为可以越做越好,0,,30
7437768,comment,很好的手机，么么么哒，最新款的红米手机,5,很好的手机，么么么哒，最新款的红米手机,0,,0
3901175,comment,手机还可以，就刚开始把卡放进去的时候不显示卡，过了第二天才显示出来，耳机也没有，还有就是怎么不是一体机呢？但是价格便宜，还是可以了，,5,手机还可以，就刚开始把卡放进去的时候不显示卡，过了第二天才显示出来，耳机也没有，还有就是怎么不是一体机呢？但是价格便宜，还是可以了，,0,,-1
7283905,comment,4.27抢的5.5号发货第二天到的，手机还不错就是充电的时候充电器好烫,5,4.27抢的5.5号发货第二天到的，手机还不错就是充电的时候充电器好烫,0,,4
5001213,comment,"首先包装精致上档次，社会雷的签名很显眼，双十一下单送了小夜灯贴膜后壳，盒子里面的手机壳手感更好点，裸机手感也非常棒，只不过小米的品控确实有点问题，第一台手机后盖安装不到位有缝隙，音量键有点松，换了一台之后完美解决所有问题，到现在为止没找到问题，屏幕也没有网友说的那种阴阳屏，系统还是MIUI8，非常好用，准备升9

使用一周总结：手感很好，系统流畅，品控好的做工很好，品控不好的赶紧换新机，米粉的最爱，值得入手，现货很爽，社会雷哥",5,首先包装精致上档次，社会雷的签名很显眼，双十一下单送了小夜灯贴膜后壳，盒子里面的手机壳手感更好点，裸机手感也非常棒，只不过小米的品控确实有点问题，第一台手机后盖安装不到位有缝隙，音量键有点松，换了一台之后完美解决所有问题，到现在为止没找到问题，屏幕也没有网友说的那种阴阳屏，系统还是MIUI8，非常好用，准备升9 使用一周总结：手感很好，系统流畅，品控好的做工很好，品控不好的赶紧换新机，米粉的最爱，值得入手，现货很爽，社会雷哥,0,,-1
8344046,comment,"经常网购，总有大量的包裹收，感觉写评语花掉了我大量的时间和精力!所以在一段时间里，我总是我又总是觉得好像不去评价或者随便写写!但是，有点对不住那些辛苦工作的卖家客服、仓管、老板。于是我写下了一小段话，给我觉得能拿到我五星好评的卖家的宝贝评价里面以示感谢和尊敬!首先，宝贝是性价比很高的，我每次都会先试用再评价的，虽然宝贝不一定是最好的，但在同等的价位里面绝对是表现最棒的,京东的配送绝对是一流的，送货速度快，配送员服务态度好，每样东西都是送货上门。希望小辣椒能再接再厉，做得更大更强，提供更多更好的东西给大家。为京东的商品和服务点赞。",5,"经常网购，总有大量的包裹收，感觉写评语花掉了我大量的时间和精力!所以在一段时间里，我总是我又总是觉得好像不去评价或者随便写写!但是，有点对不住那些辛苦工作的卖家客服、仓管、老板。于是我写下了一小段话，给我觉得能拿到我五星好评的卖家的宝贝评价里面以示感谢和尊敬!首先，宝贝是性价比很高的，我每次都会先试用再评价的，虽然宝贝不一定是最好的，但在同等的价位里面绝对是表现最棒的,京东的配送绝对是一流的，送货速度快，配送员服务态度好，每样东西都是送货上门。希望小辣椒能再接再厉，做得更大更强，提供更多更好的东西给大家。为京东的商品和服务点赞。",0,,-1
7534113,comment,像素不行，反正买都买了用都用了总体来说还行吧不讨厌也不喜欢一般般，暂时没有什么问题,5,像素不行，反正买都买了用都用了总体来说还行吧不讨厌也不喜欢一般般，暂时没有什么问题,0,,38
